,organization,industry,section,gri_l1,gri_l2,sim_score,gri_desc
2009,woolworth,retail,woolworths-sustainability-2023-13,gri_2,gri_2-22,0.457025766,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2010,woolworth,retail,woolworths-sustainability-2023-14,gri_2,gri_2-22,0.448706031,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2011,woolworth,retail,woolworths-sustainability-2023-14,gri_304,gri_304-2,0.418019563,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2012,woolworth,retail,woolworths-sustainability-2023-15,gri_2,gri_2-22,0.431919605,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2013,woolworth,retail,woolworths-sustainability-2023-17,gri_2,gri_2-22,0.449394792,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2014,woolworth,retail,woolworths-sustainability-2023-19,gri_2,gri_2-22,0.493719667,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2015,woolworth,retail,woolworths-sustainability-2023-19,gri_201,gri_201-2,0.449213564,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2016,woolworth,retail,woolworths-sustainability-2023-19,gri_2,gri_2-2,0.407555878,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
2017,woolworth,retail,woolworths-sustainability-2023-19,gri_2,gri_2-25,0.401863039,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
2018,woolworth,retail,woolworths-sustainability-2023-22,gri_308,gri_308-2,0.459683269,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2019,woolworth,retail,woolworths-sustainability-2023-22,gri_2,gri_2-25,0.4017106,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
2020,woolworth,retail,woolworths-sustainability-2023-25,gri_201,gri_201-2,0.457439125,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2021,woolworth,retail,woolworths-sustainability-2023-25,gri_306,gri_306-1,0.405861199,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
2022,woolworth,retail,woolworths-sustainability-2023-36,gri_201,gri_201-2,0.43994689,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2023,woolworth,retail,woolworths-sustainability-2023-37,gri_308,gri_308-2,0.510542035,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2024,woolworth,retail,woolworths-sustainability-2023-37,gri_308,gri_308-1,0.44511649,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
2025,woolworth,retail,woolworths-sustainability-2023-37,gri_201,gri_201-2,0.407703936,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2026,woolworth,retail,woolworths-sustainability-2023-38,gri_304,gri_304-2,0.451043457,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2027,woolworth,retail,woolworths-sustainability-2023-38,gri_201,gri_201-2,0.414366126,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2028,woolworth,retail,woolworths-sustainability-2023-39,gri_305,gri_305-5,0.568147302,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
2029,woolworth,retail,woolworths-sustainability-2023-39,gri_201,gri_201-2,0.526620865,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2030,woolworth,retail,woolworths-sustainability-2023-39,gri_305,gri_305-1,0.452337474,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
2031,woolworth,retail,woolworths-sustainability-2023-39,gri_305,gri_305-2,0.438455939,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
2032,woolworth,retail,woolworths-sustainability-2023-39,gri_2,gri_2-25,0.432104588,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
2033,woolworth,retail,woolworths-sustainability-2023-39,gri_305,gri_305-3,0.421534479,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
2034,woolworth,retail,woolworths-sustainability-2023-40,gri_304,gri_304-2,0.500243068,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2035,woolworth,retail,woolworths-sustainability-2023-40,gri_201,gri_201-2,0.496633261,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2036,woolworth,retail,woolworths-sustainability-2023-40,gri_308,gri_308-2,0.490261912,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2037,woolworth,retail,woolworths-sustainability-2023-40,gri_2,gri_2-22,0.47075513,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2038,woolworth,retail,woolworths-sustainability-2023-40,gri_2,gri_2-25,0.456460178,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
2039,woolworth,retail,woolworths-sustainability-2023-40,gri_201,gri_201-1,0.431626081,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
2040,woolworth,retail,woolworths-sustainability-2023-41,gri_305,gri_305-5,0.542330801,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
2041,woolworth,retail,woolworths-sustainability-2023-41,gri_2,gri_2-22,0.49901557,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2042,woolworth,retail,woolworths-sustainability-2023-41,gri_304,gri_304-2,0.492866784,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2043,woolworth,retail,woolworths-sustainability-2023-41,gri_308,gri_308-2,0.492030442,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2044,woolworth,retail,woolworths-sustainability-2023-41,gri_201,gri_201-2,0.443148077,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2045,woolworth,retail,woolworths-sustainability-2023-41,gri_2,gri_2-29,0.415786475,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
2046,woolworth,retail,woolworths-sustainability-2023-41,gri_305,gri_305-1,0.4118402,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
2047,woolworth,retail,woolworths-sustainability-2023-42,gri_308,gri_308-2,0.541639209,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2048,woolworth,retail,woolworths-sustainability-2023-42,gri_308,gri_308-1,0.494714051,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
2049,woolworth,retail,woolworths-sustainability-2023-42,gri_304,gri_304-2,0.430685043,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2050,woolworth,retail,woolworths-sustainability-2023-43,gri_305,gri_305-5,0.522013187,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
2051,woolworth,retail,woolworths-sustainability-2023-43,gri_201,gri_201-2,0.511464,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2052,woolworth,retail,woolworths-sustainability-2023-43,gri_305,gri_305-1,0.45624727,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
2053,woolworth,retail,woolworths-sustainability-2023-43,gri_201,gri_201-1,0.439038098,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
2054,woolworth,retail,woolworths-sustainability-2023-43,gri_305,gri_305-2,0.434518278,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
2055,woolworth,retail,woolworths-sustainability-2023-43,gri_305,gri_305-3,0.427267522,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
2056,woolworth,retail,woolworths-sustainability-2023-43,gri_2,gri_2-25,0.402539104,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
2057,woolworth,retail,woolworths-sustainability-2023-45,gri_305,gri_305-1,0.515497267,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
2058,woolworth,retail,woolworths-sustainability-2023-45,gri_302,gri_302-5,0.437969804,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
2059,woolworth,retail,woolworths-sustainability-2023-45,gri_302,gri_302-4,0.433943331,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
2060,woolworth,retail,woolworths-sustainability-2023-45,gri_201,gri_201-2,0.420870543,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2061,woolworth,retail,woolworths-sustainability-2023-47,gri_2,gri_2-25,0.439059347,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
2062,woolworth,retail,woolworths-sustainability-2023-47,gri_308,gri_308-2,0.428159118,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2063,woolworth,retail,woolworths-sustainability-2023-47,gri_304,gri_304-2,0.400025904,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2064,woolworth,retail,woolworths-sustainability-2023-48,gri_308,gri_308-2,0.571953297,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2065,woolworth,retail,woolworths-sustainability-2023-48,gri_308,gri_308-1,0.514168262,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
2066,woolworth,retail,woolworths-sustainability-2023-48,gri_201,gri_201-2,0.472351611,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2067,woolworth,retail,woolworths-sustainability-2023-49,gri_308,gri_308-1,0.555832505,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
2068,woolworth,retail,woolworths-sustainability-2023-49,gri_308,gri_308-2,0.549327493,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2069,woolworth,retail,woolworths-sustainability-2023-49,gri_304,gri_304-2,0.44038254,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2070,woolworth,retail,woolworths-sustainability-2023-50,gri_304,gri_304-2,0.425346524,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2071,woolworth,retail,woolworths-sustainability-2023-51,gri_306,gri_306-1,0.472650141,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
2072,woolworth,retail,woolworths-sustainability-2023-51,gri_306,gri_306-2,0.467201829,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Management of significant waste related impacts (How does the organization recycles waste?)"
2073,woolworth,retail,woolworths-sustainability-2023-53,gri_306,gri_306-2,0.491608649,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Management of significant waste related impacts (How does the organization recycles waste?)"
2074,woolworth,retail,woolworths-sustainability-2023-53,gri_306,gri_306-1,0.468460649,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
2075,woolworth,retail,woolworths-sustainability-2023-54,gri_306,gri_306-2,0.447629511,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Management of significant waste related impacts (How does the organization recycles waste?)"
2076,woolworth,retail,woolworths-sustainability-2023-54,gri_306,gri_306-1,0.445364654,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
2077,woolworth,retail,woolworths-sustainability-2023-55,gri_306,gri_306-1,0.4053725,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
2078,woolworth,retail,woolworths-sustainability-2023-57,gri_306,gri_306-1,0.539517343,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
2079,woolworth,retail,woolworths-sustainability-2023-57,gri_306,gri_306-2,0.535544038,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Management of significant waste related impacts (How does the organization recycles waste?)"
2080,woolworth,retail,woolworths-sustainability-2023-57,gri_306,gri_306-3,0.496705204,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generated (Total amount of waste generated by the organization)"
2081,woolworth,retail,woolworths-sustainability-2023-57,gri_301,gri_301-2,0.455326498,"Materials (Health and Safety, Waste Management, Recycled Materials): Recycled input materials used (Percentage of materials used are recycled input materials)"
2082,woolworth,retail,woolworths-sustainability-2023-58,gri_308,gri_308-2,0.468617141,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2083,woolworth,retail,woolworths-sustainability-2023-58,gri_308,gri_308-1,0.438932925,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
2084,woolworth,retail,woolworths-sustainability-2023-68,gri_301,gri_301-2,0.423348665,"Materials (Health and Safety, Waste Management, Recycled Materials): Recycled input materials used (Percentage of materials used are recycled input materials)"
2085,woolworth,retail,woolworths-sustainability-2023-68,gri_306,gri_306-1,0.414468735,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
2086,woolworth,retail,woolworths-sustainability-2023-72,gri_201,gri_201-2,0.407491803,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2087,woolworth,retail,woolworths-sustainability-2023-73,gri_308,gri_308-2,0.404539049,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2088,woolworth,retail,woolworths-sustainability-2023-76,gri_304,gri_304-2,0.468043417,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2089,woolworth,retail,woolworths-sustainability-2023-76,gri_308,gri_308-2,0.450958788,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
2090,woolworth,retail,woolworths-sustainability-2023-77,gri_304,gri_304-2,0.449503243,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2091,woolworth,retail,woolworths-sustainability-2023-77,gri_2,gri_2-22,0.423328161,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2092,aeo,fashion,aeo-esg-2022-0,gri_2,gri_2-22,0.544751108,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2093,aeo,fashion,aeo-esg-2022-0,gri_2,gri_2-2,0.528067231,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
2094,aeo,fashion,aeo-esg-2022-0,gri_201,gri_201-2,0.496603876,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
2095,aeo,fashion,aeo-esg-2022-0,gri_2,gri_2-27,0.451308191,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
2096,aeo,fashion,aeo-esg-2022-0,gri_2,gri_2-24,0.446122944,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Embedding policy commitments (Describe how organization embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships)"
2097,aeo,fashion,aeo-esg-2022-0,gri_2,gri_2-29,0.433185011,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
2098,aeo,fashion,aeo-esg-2022-1,gri_305,gri_305-1,0.418137044,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
2099,aeo,fashion,aeo-esg-2022-1,gri_305,gri_305-2,0.413637221,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
2100,aeo,fashion,aeo-esg-2022-1,gri_305,gri_305-5,0.411727309,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
2101,aeo,fashion,aeo-esg-2022-3,gri_304,gri_304-1,0.459377527,"Biodiversity (Corporate Accountability, Nature): Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas (All the locations (owned and controlled by company) where it conducts activities)"
2102,aeo,fashion,aeo-esg-2022-3,gri_2,gri_2-22,0.410767645,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2103,aeo,fashion,aeo-esg-2022-4,gri_303,gri_303-5,0.439807534,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water consumption (Volume of water consumed by the company)"
2104,aeo,fashion,aeo-esg-2022-4,gri_303,gri_303-2,0.434276581,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Management of water discharge-related impacts (A description of any minimum standards set for the quality of effluent discharge)"
2105,aeo,fashion,aeo-esg-2022-4,gri_303,gri_303-3,0.41167894,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Water Recycled (Volume of the water used by the company recycled or reused)"
2106,aeo,fashion,aeo-esg-2022-6,gri_304,gri_304-2,0.504997075,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
2107,aeo,fashion,aeo-esg-2022-6,gri_2,gri_2-22,0.456910074,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2108,aeo,fashion,aeo-esg-2022-6,gri_2,gri_2-29,0.435033679,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
2109,aeo,fashion,aeo-esg-2022-6,gri_2,gri_2-25,0.434916377,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
2110,aeo,fashion,aeo-esg-2022-7,gri_2,gri_2-29,0.48696202,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
2111,aeo,fashion,aeo-esg-2022-7,gri_2,gri_2-24,0.474992782,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Embedding policy commitments (Describe how organization embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships)"
2112,aeo,fashion,aeo-esg-2022-7,gri_2,gri_2-27,0.467165381,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
2113,aeo,fashion,aeo-esg-2022-7,gri_2,gri_2-2,0.432516813,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
2114,aeo,fashion,aeo-esg-2022-7,gri_2,gri_2-22,0.40737772,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
2115,aeo,fashion,aeo-esg-2022-10,gri_306,gri_306-2,0.578949511,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Management of significant waste related impacts (How does the organization recycles waste?)"
2116,aeo,fashion,aeo-esg-2022-10,gri_305,gri_305-5,0.521802783,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
2117,aeo,fashion,aeo-esg-2022-10,gri_301,gri_301-2,0.486862183,"Materials (Health and Safety, Waste Management, Recycled Materials): Recycled input materials used (Percentage of materials used are recycled input materials)"
2118,aeo,fashion,aeo-esg-2022-10,gri_301,gri_301-1,0.477604806,"Materials (Health and Safety, Waste Management, Recycled Materials): Materials used by weight or volume (Total weight of materials that are used to produce and package the organization's primary products and services)"
2119,aeo,fashion,aeo-esg-2022-10,gri_303,gri_303-2,0.448067129,"Water and Effluents (Natural Resource Use, Water Management, Water conservation, Water reduction): Management of water discharge-related impacts (A description of any minimum standards set for the quality of effluent discharge)"
